"﻿property_id";"id";"full_address";"street_address";"unit";"city";"state";"zip_code";"county";"latitude";"longitude";"property_type";"bedrooms";"bathrooms";"sqft";"lot_size_sqft";"year_built";"building_age";"last_sale_price";"last_sale_date";"days_since_sale";"price_per_sqft";"assessed_value";"tax_year";"annual_tax";"owner_name";"owner_occupied";"assessor_id"
"P-100436";10436;"1143 Forest Glen Rd, Troy, MI 34685";"1143 Forest Glen Rd";"";"Troy";"MI";34685;"Oakland";33.581608;-128.390801;"Single Family";6;3.0;"1,363";"4,171";1933;91;"646,410.72";"2024-04-16";"728";474.26;"523,345.59";2024;"7,975.98";"Mary Lopez";"TRUE";"MI-OA-60579"
"P-100438";10438;"2228 Jefferson St, Naperville, IL 50600";"2228 Jefferson St";"";"Naperville";"IL";50600;"DuPage";32.453318;-95.25857;"Single Family";2;3.0;"5,412";"8,737";1984;40;"679,082.20";"2021-02-19";"1,880";125.48;"599,379.88";2022;"12,586.98";"Donald Jones";"FALSE";"IL-DU-89278"
"P-100439";10439;"8715 Valley View Dr, Apt 24D, Charlotte, NC 84609";"8715 Valley View Dr";"Apt 24D";"Charlotte";"NC";84609;"Mecklenburg";44.299844;-116.962203;"Townhouse";1;1.5;"2,958";"13,546";1978;46;"390,489.84";"2016-10-31";"3,452";132.01;"395,759.26";2023;"5,023.41";"Susan Clark";"TRUE";"NC-ME-90967"
"P-100440";10440;"6402 Washington Ave, Kansas City, MO 84529";"6402 Washington Ave";"";"Kansas City";"MO";84529;"Jackson";23.531656;-96.217906;"Single Family";2;2.0;"2,842";"13,132";1988;36;"347,673.88";"2025-07-14";"274";122.33;"350,946.60";2024;"6,607.21";"Dorothy Clark";"FALSE";"MO-JA-82459"
"P-100441";10441;"6141 Elm St, Tampa, FL 23791";"6141 Elm St";"";"Tampa";"FL";23791;"Hillsborough";34.366463;-89.182574;"Multi Family";4;2.0;"2,670";"6,067";1984;40;"154,815.43";"2025-12-25";"110";57.98;"127,251.88";2024;"2,049.71";"Ashley Harris";"TRUE";"FL-HI-62342"
"P-100442";10442;"6599 Maple Dr, Lawrenceville, GA 11407";"6599 Maple Dr";"";"Lawrenceville";"GA";11407;"Gwinnett";27.641052;-95.308334;"Single Family";3;4.5;"4,571";"12,129";1928;96;"184,387.93";"2018-11-30";"2,692";40.34;"160,913.15";2023;"1,558.13";"Karen Hernandez";"TRUE";"GA-GW-12367"
"P-100443";10443;"1746 Washington Ave, Tulsa, OK 48554";"1746 Washington Ave";"";"Tulsa";"OK";48554;"Tulsa";24.290012;-92.494156;"Single Family";1;1.0;"6,149";"10,625";1939;85;"463,713.23";"2024-04-15";"729";75.41;"401,112.75";2022;"7,505.72";"Andrew Wilson";"TRUE";"OK-TU-16259"
"P-100444";10444;"8666 River Blvd, Apt 22A, Honolulu, HI 61199";"8666 River Blvd";"Apt 22A";"Honolulu";"HI";61199;"Honolulu";39.294188;-118.373158;"Townhouse";1;1.0;"3,691";"6,996";1951;73;"1,592,666.35";"2023-08-10";"978";431.5;"1,369,686.22";2022;"17,888.37";"James Perez";"FALSE";"HI-HO-99123"
"P-100445";10445;"1682 Broadway, Apt 1D, Phoenix, AZ 31895";"1682 Broadway";"Apt 1D";"Phoenix";"AZ";31895;"Maricopa";22.166332;-112.412491;"Townhouse";3;5.0;"5,734";"8,839";1999;25;"281,553.07";"2020-03-17";"2,219";49.1;"258,611.89";2023;"2,443.79";"Jessica Miller";"TRUE";"AZ-MA-32756"
"P-100446";10446;"5281 Main St, Apt 20C, Billings, MT 61011";"5281 Main St";"Apt 20C";"Billings";"MT";61011;"Yellowstone";26.63835;-137.851631;"Condo";6;3.5;"959";"2,062";1947;77;"440,655.53";"2017-09-04";"3,144";459.49;"431,692.92";2022;"7,144.68";"Kenneth Hernandez";"TRUE";"MT-YE-22418"
"P-100447";10447;"6466 Lake Dr, Apt 8A, Albuquerque, NM 53522";"6466 Lake Dr";"Apt 8A";"Albuquerque";"NM";53522;"Bernalillo";25.646273;-90.730683;"Townhouse";7;4.5;"1,153";"6,643";1922;102;"594,655.99";"2019-09-21";"2,397";515.75;"555,809.18";2024;"8,719.04";"Joseph Allen";"TRUE";"NM-BE-11742"
"P-100448";10448;"2132 Clearwater Ct, Apt 24C, Wichita, KS 40984";"2132 Clearwater Ct";"Apt 24C";"Wichita";"KS";40984;"Sedgwick";40.554702;-91.11962;"Townhouse";1;1.0;"1,726";"7,862";1983;41;"351,359.49";"2024-07-31";"622";203.57;"320,694.37";2024;"2,711.43";"Timothy Hill";"FALSE";"KS-SE-68160"
"P-100450";10450;"6350 Ridgewood Rd, Tulsa, OK 34057";"6350 Ridgewood Rd";"";"Tulsa";"OK";34057;"Tulsa";32.722564;-156.474289;"Single Family";1;2.5;"1,026";"11,419";1938;86;"851,854.13";"2024-11-15";"515";830.27;"704,932.99";2024;"10,282.27";"Jessica Thomas";"TRUE";"OK-TU-65868"
"P-100451";10451;"5203 Broadway, Apt 15D, St. Louis, MO 35891";"5203 Broadway";"Apt 15D";"St. Louis";"MO";35891;"St. Louis";27.490511;-141.650111;"Condo";3;3.0;"5,322";"12,666";2001;23;"277,092.78";"2016-08-11";"3,533";52.07;"286,621.08";2022;"5,563.93";"Margaret Sanchez";"TRUE";"MO-ST-71697"
"P-100452";10452;"7201 Sunset Blvd, Boston, MA 73176";"7201 Sunset Blvd";"";"Boston";"MA";73176;"Suffolk";21.524994;-123.81652;"Single Family";7;3.0;"5,475";"14,276";1939;85;"2,136,199.02";"2024-04-24";"720";390.17;"1,873,847.11";2023;"21,868.11";"Charles Harris";"TRUE";"MA-SU-73025"
"P-100453";10453;"5559 Lake Dr, Irvine, CA 71506";"5559 Lake Dr";"";"Irvine";"CA";71506;"Orange";26.186467;-77.296521;"Single Family";1;5.0;"3,665";"11,716";1971;53;"3,273,357.77";"2021-11-09";"1,617";893.14;"3,571,717.10";2023;"45,033.81";"Lisa Adams";"FALSE";"CA-OR-19336"
"P-100454";10454;"736 Park Way, Philadelphia, PA 60439";"736 Park Way";"";"Philadelphia";"PA";60439;"Philadelphia";45.701433;-142.874473;"Multi Family";3;3.5;"4,774";"16,392";1982;42;"615,284.20";"2022-02-25";"1,509";128.88;"620,782.76";2024;"7,836.76";"Sandra Mitchell";"TRUE";"PA-PH-72616"
"P-100455";10455;"6021 Oak Ave, Fort Worth, TX 97251";"6021 Oak Ave";"";"Fort Worth";"TX";97251;"Tarrant";38.101339;-134.264229;"Single Family";6;2.0;"2,683";"6,736";1997;27;"571,106.60";"2018-11-07";"2,715";212.86;"601,063.87";2022;"12,021.28";"Jennifer Adams";"FALSE";"TX-TA-60377"
"P-100456";10456;"9703 Pine Rd, Troy, MI 77965";"9703 Pine Rd";"";"Troy";"MI";77965;"Oakland";45.113652;-80.787463;"Single Family";7;4.0;"2,671";"14,006";1958;66;"510,504.52";"2020-04-21";"2,184";191.13;"509,251.65";2023;"7,655.56";"Timothy Clark";"FALSE";"MI-OA-21648"
"P-100457";10457;"9481 Hillcrest Ave, Fort Lauderdale, FL 28705";"9481 Hillcrest Ave";"";"Fort Lauderdale";"FL";28705;"Broward";28.129065;-138.771277;"Multi Family";6;3.0;"652";"3,411";1982;42;"121,231.29";"2025-07-01";"287";185.94;"125,125.61";2023;"1,789.24";"Carol Jackson";"FALSE";"FL-BR-32365"
"P-100458";10458;"6238 Washington Ave, Atlanta, GA 27607";"6238 Washington Ave";"";"Atlanta";"GA";27607;"Fulton";26.247544;-141.167363;"Single Family";4;2.5;"2,120";"5,412";1927;97;"704,934.27";"2017-03-17";"3,315";332.52;"724,495.78";2023;"14,341.66";"Mark Lewis";"FALSE";"GA-FU-91844"
"P-100459";10459;"2821 Pine Rd, Fort Lauderdale, FL 48420";"2821 Pine Rd";"";"Fort Lauderdale";"FL";48420;"Broward";23.271237;-146.152703;"Single Family";3;1.0;"5,397";"9,243";1981;43;"498,451.60";"2017-10-02";"3,116";92.36;"413,835.82";2022;"4,632.05";"James Nelson";"TRUE";"FL-BR-15486"
"P-100460";10460;"3558 Main St, Apt 2C, Miami, FL 59239";"3558 Main St";"Apt 2C";"Miami";"FL";59239;"Miami-Dade";36.979099;-71.139975;"Condo";4;4.5;"3,360";"13,262";1974;50;"382,509.16";"2018-08-21";"2,793";113.84;"408,154.74";2023;"7,266.04";"Margaret Nelson";"TRUE";"FL-MI-90059"
"P-100461";10461;"1741 Main St, Reno, NV 69889";"1741 Main St";"";"Reno";"NV";69889;"Washoe";44.06935;-122.042673;"Single Family";1;1.5;"4,946";"9,524";2009;15;"706,123.00";"2023-06-30";"1,019";142.77;"642,945.45";2024;"10,437.72";"Steven Allen";"TRUE";"NV-WA-34633"
"P-100462";10462;"5378 Oak Ave, Apt 24D, Austin, TX 93070";"5378 Oak Ave";"Apt 24D";"Austin";"TX";93070;"Travis";30.545449;-153.019377;"Townhouse";6;4.5;"2,513";"12,454";1982;42;"432,128.85";"2019-05-31";"2,510";171.96;"448,631.04";2023;"8,972.62";"Steven Nelson";"FALSE";"TX-TR-23166"
"P-100463";10463;"3296 Sunset Blvd, Apt 8B, Denver, CO 78164";"3296 Sunset Blvd";"Apt 8B";"Denver";"CO";78164;"Denver";44.220201;-88.717011;"Condo";1;2.0;"4,679";"6,105";1958;66;"1,298,824.93";"2020-02-17";"2,248";277.59;"1,423,727.58";2023;"14,260.96";"Donald Davis";"TRUE";"CO-DE-80866"
"P-100464";10464;"2892 Pine Rd, Waukegan, IL 23824";"2892 Pine Rd";"";"Waukegan";"IL";23824;"Lake";32.524675;-94.728431;"Single Family";3;4.0;"2,896";"6,506";2012;12;"320,950.26";"2020-12-10";"1,951";110.83;"348,375.83";2024;"7,315.89";"David Wright";"FALSE";"IL-LA-74482"
"P-100465";10465;"5552 Madison Ave, Apt 11E, Sacramento, CA 85493";"5552 Madison Ave";"Apt 11E";"Sacramento";"CA";85493;"Sacramento";41.307941;-104.74089;"Townhouse";4;4.0;"5,956";"16,476";2020;4;"2,163,794.83";"2016-09-06";"3,507";363.3;"2,014,684.86";2022;"21,522.09";"Linda Jackson";"TRUE";"CA-SA-21683"
"P-100466";10466;"2002 Meadow Ln, Apt 17E, Lawrenceville, GA 26700";"2002 Meadow Ln";"Apt 17E";"Lawrenceville";"GA";26700;"Gwinnett";43.613253;-73.99603;"Townhouse";6;1.0;"3,146";"4,159";1995;29;"537,770.37";"2016-10-13";"3,470";170.94;"492,836.25";2023;"5,833.07";"Margaret Baker";"FALSE";"GA-GW-26555"
"P-100467";10467;"3739 River Blvd, Apt 17A, Baton Rouge, LA 61814";"3739 River Blvd";"Apt 17A";"Baton Rouge";"LA";61814;"East Baton Rouge";21.243496;-82.844504;"Townhouse";2;3.0;"2,393";"10,582";2007;17;"475,511.93";"2019-07-16";"2,464";198.71;"420,836.54";2024;"6,726.74";"George Williams";"TRUE";"LA-EA-50487"
"P-100469";10469;"2708 Oak Ave, Aurora, CO 81819";"2708 Oak Ave";"";"Aurora";"CO";81819;"Arapahoe";31.395568;-120.24794;"Single Family";3;4.0;"3,803";"4,979";1987;37;"1,172,105.52";"2023-02-12";"1,157";308.21;"1,182,552.37";2022;"19,409.59";"Emily Sanchez";"TRUE";"CO-AR-52391"
"P-100470";10470;"986 Clearwater Ct, New Orleans, LA 69969";"986 Clearwater Ct";"";"New Orleans";"LA";69969;"Orleans";38.347801;-106.787305;"Single Family";6;4.5;"2,984";"5,356";1946;78;"290,146.45";"2017-11-21";"3,066";97.23;"249,147.75";2024;"2,020.49";"Timothy Torres";"TRUE";"LA-OR-29346"
"P-100471";10471;"7097 Broadway, Cincinnati, OH 17383";"7097 Broadway";"";"Cincinnati";"OH";17383;"Hamilton";23.545265;-72.248188;"Single Family";1;1.5;"4,822";"15,473";1963;61;"582,846.06";"2024-08-13";"609";120.87;"575,905.39";2023;"6,300.41";"Linda Thomas";"TRUE";"OH-HA-49674"
"P-100472";10472;"2926 Forest Glen Rd, Oklahoma City, OK 97914";"2926 Forest Glen Rd";"";"Oklahoma City";"OK";97914;"Oklahoma";38.45075;-89.337419;"Multi Family";3;4.5;"3,609";"3,799";1935;89;"210,969.55";"2024-11-30";"500";58.46;"199,738.70";2024;"3,775.41";"Joseph Johnson";"TRUE";"OK-OK-85055"
"P-100473";10473;"4584 River Blvd, Baltimore, MD 87709";"4584 River Blvd";"";"Baltimore";"MD";87709;"Baltimore";25.79906;-114.875341;"Multi Family";3;2.0;"1,414";"6,742";1928;96;"1,156,521.78";"2016-08-12";"3,532";817.91;"1,201,125.87";2022;"15,451.24";"George Johnson";"TRUE";"MD-BA-80309"
"P-100474";10474;"8104 Elm St, Columbia, SC 78013";"8104 Elm St";"";"Columbia";"SC";78013;"Richland";43.184314;-110.108585;"Single Family";7;2.5;"5,995";"7,917";1943;81;"792,362.69";"2018-06-27";"2,848";132.17;"676,662.89";2024;"9,044.81";"Daniel Davis";"TRUE";"SC-RI-85377"
"P-100475";10475;"2741 Pine Rd, Naperville, IL 83727";"2741 Pine Rd";"";"Naperville";"IL";83727;"DuPage";27.804153;-91.48302;"Single Family";1;5.0;"3,045";"9,001";1989;35;"253,850.49";"2018-11-26";"2,696";83.37;"203,086.91";2023;"4,264.83";"Kimberly Jackson";"FALSE";"IL-DU-68316"
"P-100476";10476;"9554 Orchard Ln, Apt 18B, Brooklyn, NY 51017";"9554 Orchard Ln";"Apt 18B";"Brooklyn";"NY";51017;"Kings";34.850656;-71.216302;"Townhouse";5;5.0;"4,782";"8,220";2008;16;"751,977.85";"2017-02-02";"3,358";157.25;"611,674.32";2022;"13,456.84";"Lisa Wilson";"FALSE";"NY-KI-88924"
"P-100477";10477;"5982 Jackson Dr, Apt 21C, Baton Rouge, LA 26841";"5982 Jackson Dr";"Apt 21C";"Baton Rouge";"LA";26841;"East Baton Rouge";40.321267;-120.284694;"Condo";3;3.0;"3,727";"14,372";1940;84;"432,046.31";"2025-05-07";"342";115.92;"468,088.54";2024;"6,133.89";"George Martinez";"TRUE";"LA-EA-19248"
"P-100478";10478;"3256 Meadow Ln, Apt 14A, Honolulu, HI 83877";"3256 Meadow Ln";"Apt 14A";"Honolulu";"HI";83877;"Honolulu";38.418928;-85.615786;"Townhouse";2;4.0;"1,857";"7,040";2020;4;"1,772,562.75";"2025-12-28";"107";954.53;"1,930,684.76";2022;"17,241.58";"Linda Wright";"TRUE";"HI-HO-81875"
"P-100479";10479;"1557 Meadow Ln, Apt 4E, Reno, NV 53714";"1557 Meadow Ln";"Apt 4E";"Reno";"NV";53714;"Washoe";41.61888;-144.269322;"Condo";3;1.0;"1,402";"7,581";1948;76;"415,333.23";"2025-02-07";"431";296.24;"429,795.17";2022;"4,344.70";"Timothy Martin";"TRUE";"NV-WA-74175"
"P-100480";10480;"9474 Heritage Ln, Memphis, TN 82291";"9474 Heritage Ln";"";"Memphis";"TN";82291;"Shelby";28.18293;-148.381245;"Single Family";2;3.5;"3,791";"6,751";1964;60;"748,746.30";"2018-09-06";"2,777";197.51;"816,433.03";2024;"11,936.30";"Betty Walker";"TRUE";"TN-SH-43955"
"P-100481";10481;"8514 Sunset Blvd, Apt 17B, Houston, TX 96188";"8514 Sunset Blvd";"Apt 17B";"Houston";"TX";96188;"Harris";24.348762;-124.044342;"Condo";1;3.5;"6,395";"10,476";2006;18;"594,788.33";"2018-05-11";"2,895";93.01;"557,516.50";2023;"11,150.33";"Ashley Allen";"TRUE";"TX-HA-66068"
"P-100482";10482;"1524 Clearwater Ct, Lakewood, CO 63282";"1524 Clearwater Ct";"";"Lakewood";"CO";63282;"Jefferson";41.420328;-83.463632;"Single Family";1;2.5;"1,367";"4,072";1993;31;"368,893.83";"2017-12-11";"3,046";269.86;"326,749.65";2023;"5,783.52";"James Ramirez";"FALSE";"CO-JE-27881"
"P-100483";10483;"8256 Birch St, Baltimore, MD 99800";"8256 Birch St";"";"Baltimore";"MD";99800;"Baltimore";47.445792;-79.736994;"Single Family";4;1.0;"5,648";"8,763";2015;9;"308,748.31";"2021-07-08";"1,741";54.67;"312,075.85";2024;"3,788.83";"Deborah Nelson";"FALSE";"MD-BA-79220"
"P-100484";10484;"793 Harbor View Blvd, Apt 27E, Tulsa, OK 32089";"793 Harbor View Blvd";"Apt 27E";"Tulsa";"OK";32089;"Tulsa";38.874837;-80.272041;"Condo";2;2.0;"1,215";"7,228";1937;87;"520,673.90";"2025-09-17";"209";428.54;"482,569.26";2023;"4,847.80";"Linda Perez";"FALSE";"OK-TU-42737"
"P-100485";10485;"4852 Clearwater Ct, Apt 11C, Tampa, FL 73324";"4852 Clearwater Ct";"Apt 11C";"Tampa";"FL";73324;"Hillsborough";28.778944;-138.463263;"Townhouse";4;2.5;"3,097";"13,631";1985;39;"764,067.36";"2025-11-19";"146";246.71;"825,669.77";2024;"15,010.86";"Patricia Thompson";"TRUE";"FL-HI-70339"
"P-100486";10486;"1855 Main St, Apt 9B, Knoxville, TN 55838";"1855 Main St";"Apt 9B";"Knoxville";"TN";55838;"Knox";44.590201;-140.80428;"Townhouse";1;1.5;"4,129";"12,190";1945;79;"186,100.15";"2020-07-07";"2,107";45.07;"199,043.97";2023;"1,888.15";"Dorothy Smith";"TRUE";"TN-KN-96066"
"P-100487";10487;"6577 Meadow Ln, Apt 10A, Rockville, MD 49227";"6577 Meadow Ln";"Apt 10A";"Rockville";"MD";49227;"Montgomery";30.659136;-79.379175;"Condo";7;3.0;"1,490";"8,675";2004;20;"1,307,228.95";"2024-06-20";"663";877.33;"1,100,637.52";2024;"14,536.69";"Matthew Rivera";"TRUE";"MD-MO-34846"
"P-100489";10489;"1897 River Blvd, Jacksonville, FL 12772";"1897 River Blvd";"";"Jacksonville";"FL";12772;"Duval";24.342275;-127.061512;"Single Family";7;2.5;"1,026";"12,139";1963;61;"455,138.74";"2019-08-03";"2,446";443.61;"464,801.09";2023;"6,396.74";"Charles Young";"TRUE";"FL-DU-66223"
"P-100490";10490;"2598 Birch St, Apt 21B, Charlotte, NC 34492";"2598 Birch St";"Apt 21B";"Charlotte";"NC";34492;"Mecklenburg";27.61087;-90.294698;"Condo";6;2.5;"6,058";"13,089";1945;79;"489,636.41";"2017-07-03";"3,207";80.82;"510,683.79";2024;"8,561.86";"Michelle Lopez";"TRUE";"NC-ME-87489"
"P-100491";10491;"2073 Lake Dr, Tucson, AZ 62596";"2073 Lake Dr";"";"Tucson";"AZ";62596;"Pima";22.01671;-70.835305;"Single Family";4;1.0;"5,650";"8,920";1931;93;"794,193.09";"2022-01-07";"1,558";140.57;"732,396.26";2023;"12,012.69";"Joseph Anderson";"TRUE";"AZ-PI-72809"
"P-100492";10492;"8453 Summit Rd, Apt 9E, San Jose, CA 94393";"8453 Summit Rd";"Apt 9E";"San Jose";"CA";94393;"Santa Clara";22.36887;-147.425219;"Townhouse";3;3.5;"6,429";"13,278";1951;73;"1,425,514.70";"2025-10-01";"195";221.73;"1,218,138.64";2022;"10,507.14";"Deborah Lee";"TRUE";"CA-SA-71873"
"P-100493";10493;"7159 Washington Ave, Apt 20C, Miami, FL 43064";"7159 Washington Ave";"Apt 20C";"Miami";"FL";43064;"Miami-Dade";46.130697;-125.368432;"Condo";1;1.5;"6,080";"6,303";2007;17;"550,379.22";"2016-08-13";"3,531";90.52;"461,819.03";2023;"7,802.67";"Margaret Mitchell";"FALSE";"FL-MI-79319"
"P-100494";10494;"4621 Jefferson St, Scottsdale, AZ 86588";"4621 Jefferson St";"";"Scottsdale";"AZ";86588;"Maricopa";31.177308;-79.814139;"Single Family";6;1.5;"936";"10,546";2003;21;"757,579.14";"2024-02-13";"791";809.38;"766,214.04";2022;"6,818.20";"Andrew Flores";"TRUE";"AZ-MA-72154"
"P-100495";10495;"8841 Sunset Blvd, Apt 20C, Chicago, IL 15742";"8841 Sunset Blvd";"Apt 20C";"Chicago";"IL";15742;"Cook";24.387547;-120.615507;"Condo";7;5.0;"3,445";"9,441";1977;47;"611,294.42";"2024-12-19";"481";177.44;"656,074.64";2022;"13,777.57";"Kimberly Allen";"FALSE";"IL-CO-31880"
"P-100496";10496;"4845 Maple Dr, Apt 7B, Jacksonville, FL 84209";"4845 Maple Dr";"Apt 7B";"Jacksonville";"FL";84209;"Duval";22.611025;-72.394762;"Condo";6;4.0;"4,655";"15,873";1988;36;"798,799.46";"2025-06-10";"308";171.6;"678,704.33";2024;"8,558.33";"Stephanie Harris";"TRUE";"FL-DU-45585"
"P-100497";10497;"2721 Jefferson St, Apt 8C, Austin, TX 87609";"2721 Jefferson St";"Apt 8C";"Austin";"TX";87609;"Travis";39.463126;-80.513514;"Condo";4;5.0;"6,397";"18,202";1987;37;"321,891.00";"2016-09-21";"3,492";50.32;"278,790.08";2024;"5,575.80";"Linda Hernandez";"TRUE";"TX-TR-79935"
"P-100498";10498;"2527 Jackson Dr, Apt 14E, Los Angeles, CA 27428";"2527 Jackson Dr";"Apt 14E";"Los Angeles";"CA";27428;"Los Angeles";28.166524;-88.215945;"Condo";7;2.5;"4,979";"6,882";1920;104;"2,428,368.78";"2019-03-10";"2,592";487.72;"2,383,560.18";2023;"28,351.83";"Melissa Scott";"TRUE";"CA-LO-27512"
"P-100499";10499;"5418 Cedar Ln, Apt 9E, Denver, CO 92045";"5418 Cedar Ln";"Apt 9E";"Denver";"CO";92045;"Denver";42.621937;-85.317935;"Condo";6;3.0;"2,047";"6,241";1922;102;"944,866.43";"2016-07-19";"3,556";461.59;"976,477.69";2024;"9,059.09";"Deborah Hall";"TRUE";"CO-DE-95698"
"P-100500";10500;"3477 Harbor View Blvd, Indianapolis, IN 38919";"3477 Harbor View Blvd";"";"Indianapolis";"IN";38919;"Marion";29.59297;-139.259079;"Multi Family";2;4.5;"2,498";"14,455";2012;12;"458,444.78";"2024-08-14";"608";183.52;"490,834.11";2022;"6,847.89";"Ashley Lopez";"FALSE";"IN-MA-33083"
"P-100501";10501;"9433 Orchard Ln, Lawrenceville, GA 33646";"9433 Orchard Ln";"";"Lawrenceville";"GA";33646;"Gwinnett";38.160453;-155.168885;"Single Family";2;4.0;"6,230";"16,188";1944;80;"174,174.21";"2025-06-22";"296";27.96;"161,619.47";2023;"3,056.16";"Betty Miller";"FALSE";"GA-GW-27995"
"P-100502";10502;"9984 River Blvd, Houston, TX 59528";"9984 River Blvd";"";"Houston";"TX";59528;"Harris";31.17575;-147.42691;"Single Family";7;1.0;"1,682";"5,750";2018;6;"185,204.53";"2024-09-06";"585";110.11;"200,313.43";2024;"4,006.27";"James Miller";"TRUE";"TX-HA-54353"
"P-100503";10503;"3414 Lake Dr, San Francisco, CA 72970";"3414 Lake Dr";"";"San Francisco";"CA";72970;"San Francisco";41.131301;-79.362045;"Single Family";3;3.5;"4,523";"7,054";1951;73;"620,420.30";"2018-07-10";"2,835";137.17;"546,116.90";2024;"5,175.50";"Robert Miller";"TRUE";"CA-SA-23443"
"P-100504";10504;"6904 Sunset Blvd, Cambridge, MA 10158";"6904 Sunset Blvd";"";"Cambridge";"MA";10158;"Middlesex";45.172424;-154.911924;"Multi Family";4;2.0;"3,494";"14,231";1956;68;"1,138,947.40";"2016-06-04";"3,601";325.97;"1,145,012.57";2024;"21,309.47";"Linda Young";"TRUE";"MA-MI-24435"
"P-100505";10505;"1766 Heritage Ln, Apt 12A, Phoenix, AZ 56833";"1766 Heritage Ln";"Apt 12A";"Phoenix";"AZ";56833;"Maricopa";23.021683;-127.965943;"Townhouse";1;1.0;"5,552";"8,027";1942;82;"454,330.16";"2022-07-12";"1,372";81.83;"445,190.60";2024;"5,833.30";"Brian Baker";"TRUE";"AZ-MA-47618"
"P-100506";10506;"8279 Meadow Ln, Seattle, WA 44786";"8279 Meadow Ln";"";"Seattle";"WA";44786;"King";42.484064;-95.116319;"Single Family";7;1.0;"1,817";"12,562";1938;86;"1,426,780.81";"2021-11-26";"1,600";785.24;"1,332,625.57";2023;"23,688.48";"Linda Torres";"TRUE";"WA-KI-46500"
"P-100507";10507;"1581 Ridgewood Rd, Apt 18D, Manhattan, NY 26716";"1581 Ridgewood Rd";"Apt 18D";"Manhattan";"NY";26716;"New York";25.819617;-123.503486;"Townhouse";4;4.0;"4,542";"15,903";1972;52;"2,285,316.50";"2019-02-22";"2,608";503.15;"2,056,875.22";2024;"45,251.25";"Anthony Clark";"TRUE";"NY-NE-80614"
"P-100508";10508;"8885 Madison Ave, Apt 30C, Salt Lake City, UT 60413";"8885 Madison Ave";"Apt 30C";"Salt Lake City";"UT";60413;"Salt Lake";23.21587;-94.801868;"Condo";5;2.5;"6,359";"7,788";1950;74;"402,133.36";"2024-01-02";"833";63.24;"441,611.43";2022;"5,453.36";"Steven Rodriguez";"FALSE";"UT-SA-17808"
"P-100509";10509;"2383 Heritage Ln, Columbus, OH 70344";"2383 Heritage Ln";"";"Columbus";"OH";70344;"Franklin";24.819716;-82.761838;"Multi Family";2;2.5;"2,439";"3,354";2015;9;"227,485.02";"2018-06-25";"2,850";93.27;"230,030.32";2023;"3,863.81";"George Ramirez";"TRUE";"OH-FR-23894"
"P-100510";10510;"1308 Riverside Dr, Apt 16D, New Orleans, LA 87847";"1308 Riverside Dr";"Apt 16D";"New Orleans";"LA";87847;"Orleans";44.06764;-154.373841;"Townhouse";2;1.5;"2,607";"3,869";1921;103;"563,962.86";"2017-02-27";"3,333";216.33;"521,636.58";2022;"7,113.65";"David Mitchell";"TRUE";"LA-OR-49257"
"P-100511";10511;"7374 Main St, Nashville, TN 47587";"7374 Main St";"";"Nashville";"TN";47587;"Davidson";23.948567;-151.779931;"Single Family";5;2.0;"4,722";"7,349";1921;103;"429,184.74";"2021-07-13";"1,736";90.89;"430,889.06";2023;"6,312.47";"Thomas Torres";"TRUE";"TN-DA-39794"
"P-100512";10512;"2669 Jackson Dr, Minneapolis, MN 22050";"2669 Jackson Dr";"";"Minneapolis";"MN";22050;"Hennepin";34.819778;-71.920413;"Single Family";6;2.5;"3,880";"14,022";1927;97;"290,747.00";"2024-03-22";"753";74.93;"304,339.86";2024;"4,644.53";"John Hall";"TRUE";"MN-HE-51050"
"P-100513";10513;"6737 Forest Glen Rd, Billings, MT 31603";"6737 Forest Glen Rd";"";"Billings";"MT";31603;"Yellowstone";22.448799;-124.681402;"Multi Family";2;3.0;"1,488";"3,198";1929;95;"402,907.27";"2017-07-20";"3,190";270.77;"424,657.33";2022;"4,617.88";"William Wright";"TRUE";"MT-YE-37775"
"P-100514";10514;"279 Clearwater Ct, Oklahoma City, OK 34607";"279 Clearwater Ct";"";"Oklahoma City";"OK";34607;"Oklahoma";35.619821;-101.46016;"Single Family";2;3.0;"1,296";"10,636";1992;32;"155,002.14";"2017-06-03";"3,237";119.6;"146,499.05";2022;"1,725.02";"Lisa Smith";"FALSE";"OK-OK-47015"
"P-100515";10515;"8295 Lincoln Rd, Troy, MI 51218";"8295 Lincoln Rd";"";"Troy";"MI";51218;"Oakland";40.92382;-93.865133;"Single Family";6;1.5;"3,314";"9,986";2014;10;"512,791.15";"2020-08-26";"2,057";154.73;"534,455.70";2022;"4,427.55";"Anthony Walker";"TRUE";"MI-OA-14903"
"P-100516";10516;"2741 Sunset Blvd, Denver, CO 99440";"2741 Sunset Blvd";"";"Denver";"CO";99440;"Denver";33.272315;-79.987263;"Single Family";6;2.5;"2,366";"13,531";2003;21;"469,035.15";"2018-03-23";"2,944";198.24;"397,889.13";2024;"5,648.28";"Timothy Hill";"FALSE";"CO-DE-54749"
"P-100517";10517;"2249 Valley View Dr, Eugene, OR 48121";"2249 Valley View Dr";"";"Eugene";"OR";48121;"Lane";30.548383;-82.532128;"Multi Family";1;4.0;"2,558";"5,979";1998;26;"1,028,252.45";"2024-07-28";"625";401.98;"997,477.12";2023;"9,145.74";"James Martinez";"FALSE";"OR-LA-50572"
